,Unnamed: 0,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
29,29,A Beautiful Mess,T.K. Leigh,11759.0,1081.0,4.0,323,2013.0,True,"['Romance', 'New Adult', 'Romance Contemporary Romance', 'Suspense', 'Contemporary', 'Adult Fiction Erotica', 'Mystery', 'Adult', 'Romance Romantic Suspense', 'Business Amazon']",0,United States,https://www.goodreads.com//book/show/18194292-a-beautiful-mess
30,30,Heartsick,Chelsea Cain,40885.0,2971.0,3.94,326,2007.0,True,"['Mystery', 'Thriller', 'Fiction', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Horror', 'Drama', 'Adult', 'Adult Fiction']",0,United States,https://www.goodreads.com//book/show/657034.Heartsick
31,31,To the Nines,Janet Evanovich,112218.0,2114.0,4.15,352,2004.0,True,"['Mystery', 'Fiction', 'Humor', 'Womens Fiction Chick Lit', 'Romance', 'Mystery Crime', 'Humor Comedy', 'Thriller Mystery Thriller', 'Contemporary', 'Adult']",0,United States,https://www.goodreads.com//book/show/40331.To_the_Nines
32,32,The Adoration of Jenna Fox,Mary E. Pearson,50543.0,4828.0,3.69,266,2008.0,True,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Fiction', 'Young Adult Teen', 'Fantasy', 'Mystery', 'Romance', 'Audiobook', 'Futuristic']",10,,https://www.goodreads.com//book/show/1902241.The_Adoration_of_Jenna_Fox
33,33,Megan Meade's Guide to the McGowan Boys,Kate Brian,32293.0,1408.0,3.92,268,2006.0,False,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Teen', 'Realistic Fiction', 'Young Adult Young Adult Romance', 'Fiction', 'Young Adult Young Adult Contemporary']",0,United States,https://www.goodreads.com//book/show/238360.Megan_Meade_s_Guide_to_the_McGowan_Boys
34,34,Ethereal,Addison Moore,13700.0,955.0,3.75,225,2011.0,True,"['Fantasy Paranormal', 'Young Adult', 'Paranormal Angels', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Science Fiction Time Travel']",0,,https://www.goodreads.com//book/show/10941624-ethereal
35,35,Mister Monday,Garth Nix,35686.0,1551.0,3.79,384,2006.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Science Fiction Fantasy', 'Science Fiction']",1,,https://www.goodreads.com//book/show/47613.Mister_Monday
36,36,Rooftops of Tehran,Mahbod Seraji,9932.0,934.0,3.89,348,2009.0,False,"['Historical Historical Fiction', 'Fiction', 'Cultural Iran', 'Romance', 'Historical', 'Cultural', 'Novels', 'Cultural Asia', 'Young Adult Coming Of Age', 'Literary Fiction']",0,,https://www.goodreads.com//book/show/6001011-rooftops-of-tehran
37,37,Rainbow Six,Tom Clancy,50551.0,1180.0,4.09,912,1999.0,True,"['Fiction', 'Thriller', 'War Military Fiction', 'Action', 'Spy Thriller Espionage', 'Adventure', 'Mystery', 'Suspense', 'Mystery Crime', 'War']",0,,https://www.goodreads.com//book/show/5720.Rainbow_Six
38,38,The Kitchen House,Kathleen Grissom,243606.0,18842.0,4.18,369,2010.0,False,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'American Southern', 'Novels', 'Cultural African American']",1,United States,https://www.goodreads.com//book/show/6837103-the-kitchen-house
39,39,Lover Reborn,J.R. Ward,76829.0,4773.0,4.33,572,2012.0,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2,United States,https://www.goodreads.com//book/show/10993282-lover-reborn
40,40,Fall of Giants,Ken Follett,283898.0,14489.0,4.28,985,2010.0,True,"['Historical Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'Novels', 'Adult', 'War World War I', 'Epic', 'Cultural Russia']",1,Russian Federation,https://www.goodreads.com//book/show/7315573-fall-of-giants
41,41,The Dead-Tossed Waves,Carrie Ryan,30050.0,2706.0,3.9,416,2010.0,True,"['Young Adult', 'Horror Zombies', 'Science Fiction Dystopia', 'Horror', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Science Fiction']",0,,https://www.goodreads.com//book/show/6555517-the-dead-tossed-waves
42,42,The Sight,David Clement-Davies,12604.0,741.0,4.14,486,2003.0,True,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Animals Wolves', 'Adventure', 'Childrens', 'Animals Animal Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",0,,https://www.goodreads.com//book/show/58085.The_Sight
43,43,Broken Promises (Past Imperfect Mystery Book 1),Anne  Willow,6564.0,37.0,4.3,229,2018.0,False,"['Fiction', 'Contemporary', 'Young Adult', 'Novels', 'New Adult', 'Adult', 'Drama', 'Romance', 'Mystery', 'Romance Love Story']",0,,https://www.goodreads.com//book/show/40121205-broken-promises
44,44,90 Miles to Freedom,K.C. Hilton,346.0,71.0,3.44,202,2011.0,False,"['Fiction', 'Mystery', 'Drama', 'Suspense', 'Contemporary', 'Business Amazon', 'Young Adult', 'Novels', 'Literature American']",0,United States,https://www.goodreads.com//book/show/11535216-90-miles-to-freedom
45,45,So B. It,Sarah Weeks,32614.0,2916.0,4.11,288,2005.0,True,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Childrens Middle Grade', 'Contemporary', 'Childrens', 'Family', 'Mystery', 'Mental Health Mental Illness', 'Childrens Juvenile']",8,United States,https://www.goodreads.com//book/show/237320.So_B_It
46,46,Destiny of the Vampire,Tina Traverse,62.0,8.0,3.81,312,2012.0,False,"['Paranormal Vampires', 'Suspense', 'Fantasy Paranormal', 'Action']",0,,https://www.goodreads.com//book/show/15997064-destiny-of-the-vampire
47,47,The Magic of Finkleton,K.C. Hilton,488.0,100.0,3.66,184,2011.0,True,"['Fantasy', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult', 'Fiction', 'Childrens', 'Historical Historical Fiction', 'Mystery', 'Literature 21st Century', 'Kids']",4,,https://www.goodreads.com//book/show/10316626-the-magic-of-finkleton
48,48,Childhood's End,Arthur C. Clarke,136969.0,5624.0,4.1,224,1987.0,False,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Science Fiction Dystopia', 'Science Fiction Aliens', 'Fantasy', 'Novels', 'Audiobook', 'Speculative Fiction']",1,,https://www.goodreads.com//book/show/414999.Childhood_s_End
49,49,Willow,Julia Hoban,31674.0,1993.0,3.92,329,2009.0,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Health Mental Health', 'Mental Health Mental Illness', 'Death', 'Young Adult Teen', 'Drama']",1,,https://www.goodreads.com//book/show/4570768-willow
50,50,Let There Be Blood,Tina Traverse,47.0,,4.13,267,2013.0,False,[],0,,https://www.goodreads.com//book/show/19101163-let-there-be-blood
51,51,The Prisoner of Cell 25,Richard Paul Evans,36989.0,4945.0,4.22,326,2011.0,True,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Childrens Middle Grade', 'Action', 'Fantasy Paranormal', 'Thriller']",3,,https://www.goodreads.com//book/show/11337912-the-prisoner-of-cell-25
52,52,Bone Crossed,Patricia Briggs,99450.0,3117.0,4.33,300,2009.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/3128411-bone-crossed
53,53,If You Could See Me Now,Cecelia Ahern,39036.0,2307.0,3.86,306,2007.0,False,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Magical Realism', 'Adult', 'Romance Contemporary Romance', 'Cultural Ireland', 'Adult Fiction']",0,Ireland,https://www.goodreads.com//book/show/158119.If_You_Could_See_Me_Now
54,54,Tsunami Connection,Michael James Gallagher,115.0,28.0,4.14,261,2014.0,False,"['Spy Thriller Espionage', 'Thriller Spy Thriller', 'Thriller', 'Thriller Mystery Thriller']",0,,https://www.goodreads.com//book/show/22207400-tsunami-connection
55,55,Wolves of the Calla,Stephen King,164949.0,4426.0,4.16,931,2006.0,True,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Audiobook', 'Science Fiction Fantasy', 'Young Adult', 'Childrens']",1,,https://www.goodreads.com//book/show/4978.Wolves_of_the_Calla
56,56,The Scare,Robert   Shaw,66.0,10.0,3.83,360,2011.0,False,"['Horror', 'Fantasy Paranormal', 'Science Fiction Fantasy', 'Young Adult']",0,,https://www.goodreads.com//book/show/11463118-the-scare
57,57,Batman: The Dark Knight Returns,Frank Miller,165530.0,3580.0,4.26,197,2012.0,True,"['Sequential Art Comics', 'Sequential Art Graphic Novels', 'Dc Comics Batman', 'Fiction', 'Graphic Novels Comics', 'Comics Comic Book', 'Superheroes Dc Comics', 'Comics Superheroes', 'Fantasy', 'Mystery Crime']",0,,https://www.goodreads.com//book/show/59960.Batman
58,58,Personal Demons,Lisa Desrochers,10093.0,913.0,3.66,365,2010.0,True,"['Young Adult', 'Paranormal Angels', 'Paranormal Demons', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/7823600-personal-demons
59,59,Tangled,Emma Chase,109333.0,9558.0,4.07,254,2013.0,True,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction Erotica', 'Fiction', 'Romance Erotic Romance']",2,United States,https://www.goodreads.com//book/show/18297707-tangled
60,60,Kissing Coffins,Ellen Schreiber,25149.0,796.0,3.88,224,2007.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Fiction']",0,,https://www.goodreads.com//book/show/263172.Kissing_Coffins
61,61,Secrets of the Realm,Bev Stout,543.0,83.0,3.91,338,2013.0,False,"['Historical Historical Fiction', 'Young Adult', 'Childrens Middle Grade', 'Young Adult Coming Of Age', 'Historical', 'Action', 'Adventure Pirates', 'Fiction', 'Fantasy', 'Adventure']",0,,https://www.goodreads.com//book/show/19183499-secrets-of-the-realm
62,62,Mine Till Midnight,Lisa Kleypas,60997.0,2737.0,4.08,376,2007.0,True,"['Romance Historical Romance', 'Romance', 'Historical', 'Historical Historical Fiction', 'Adult', 'Historical Regency', 'Fiction', 'Historical Romance Regency Romance', 'Womens Fiction Chick Lit', 'Historical Victorian']",1,United Kingdom,https://www.goodreads.com//book/show/693016.Mine_Till_Midnight
63,63,Birthmarked,Caragh M. O'Brien,48046.0,3619.0,3.87,361,2010.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Apocalyptic Post Apocalyptic', 'Young Adult Teen', 'Adventure', 'Adventure Survival']",5,,https://www.goodreads.com//book/show/6909544-birthmarked
64,64,Managing Bubbie,Russel Lazega,1052.0,184.0,3.85,237,2015.0,False,"['Nonfiction', 'Biography', 'Autobiography Memoir', 'World War II Holocaust', 'History', 'Family', 'Historical', 'Cultural Spain', 'North American Hi... American History', 'War World War II']",15,United States,https://www.goodreads.com//book/show/25367434-managing-bubbie
65,65,Origins,Angelo Tsanatelis,58.0,16.0,3.88,0,2012.0,True,"['Fantasy', 'Fantasy Dark Fantasy', 'Fiction']",0,,https://www.goodreads.com//book/show/11390271-origins
66,66,Home Repair,Liz Rosenberg,690.0,169.0,3.18,352,2009.0,False,"['Fiction', 'Womens Fiction Chick Lit', 'Womens Fiction', 'Contemporary', 'Realistic Fiction']",0,,https://www.goodreads.com//book/show/5982569-home-repair
67,67,Incarnate,Jodi Meadows,21620.0,2599.0,3.73,374,2012.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Science Fiction', 'Fantasy Dragons', 'Fiction', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",0,,https://www.goodreads.com//book/show/8573642-incarnate
68,68,Relentless,Karen  Lynch,22006.0,1713.0,4.3,288,2013.0,True,"['Fantasy Paranormal', 'Fantasy', 'Paranormal Vampires', 'Young Adult', 'Romance', 'Romance Paranormal Romance', 'Paranormal Demons', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fairies Fae']",0,,https://www.goodreads.com//book/show/20427449-relentless
69,69,Song Bird: Matters of the Heart,Christine M. Knight,39.0,32.0,4.56,304,2015.0,False,[],0,,https://www.goodreads.com//book/show/24536832-song-bird
70,70,Cat's Cradle,Kurt Vonnegut Jr.,348463.0,11345.0,4.16,179,1999.0,False,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Science Fiction Dystopia', 'Literature American', 'Fantasy', 'Literature 20th Century']",1,United States,https://www.goodreads.com//book/show/135479.Cat_s_Cradle
71,71,Tower of Dawn,Sarah J. Maas,155972.0,15067.0,4.33,660,2017.0,True,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Fairies Fae', 'Fantasy Paranormal']",1,,https://www.goodreads.com//book/show/31450852-tower-of-dawn
72,72,Baby,J.K. Accinni,866.0,226.0,3.8,173,2012.0,True,"['Science Fiction', 'Horror', 'Science Fiction Aliens', 'Fantasy', 'Thriller', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Fiction', 'Dark', 'Wildlife']",1,,https://www.goodreads.com//book/show/15992857-baby
73,73,The Cadaver Factory,Kenneth Jarrett Singleton,239.0,4.0,4.35,52,2004.0,False,"['Fiction', 'Horror', 'Contemporary', 'Mystery', 'Science Fiction', 'Mystery Crime', 'Thriller', 'Suspense']",0,,https://www.goodreads.com//book/show/7510368-the-cadaver-factory
74,74,The Eight,Katherine Neville,38370.0,2760.0,3.92,598,1990.0,True,"['Fiction', 'Mystery', 'Historical Historical Fiction', 'Thriller', 'Fantasy', 'Adventure', 'Historical', 'Suspense', 'Thriller Mystery Thriller', 'Romance']",0,United States,https://www.goodreads.com//book/show/113310.The_Eight
75,75,A Fistful of Charms,Kim Harrison,55263.0,1387.0,4.26,510,2006.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Magic', 'Fiction', 'Paranormal Demons', 'Romance', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/30260.A_Fistful_of_Charms
76,76,Dreamless,Josephine Angelini,39848.0,2389.0,4.18,487,2012.0,True,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction']",0,United States,https://www.goodreads.com//book/show/12995284-dreamless
77,77,"Mara, Daughter of the Nile",Eloise Jarvis McGraw,10250.0,903.0,4.24,279,1985.0,False,"['Historical Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Fiction', 'Northern Africa Egypt', 'Adventure', 'Academic School', 'Classics', 'Childrens']",0,Egypt,https://www.goodreads.com//book/show/406186.Mara_Daughter_of_the_Nile
78,78,Mr. Psychic,Dermot Davis,89.0,13.0,4.04,237,2013.0,False,"['Romance', 'Fiction', 'Contemporary']",0,,https://www.goodreads.com//book/show/18803084-mr-psychic
79,79,Speaker for the Dead,Orson Scott Card,232215.0,7959.0,4.07,382,1994.0,True,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space', 'Science Fiction Aliens', 'Novels', 'Space Space Opera']",9,,https://www.goodreads.com//book/show/7967.Speaker_for_the_Dead
80,80,Half Bad,Sally Green,46046.0,6508.0,3.77,394,2014.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Magic', 'Paranormal Witches', 'Fiction', 'Fantasy Urban Fantasy', 'LGBT', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",3,,https://www.goodreads.com//book/show/18079804-half-bad
81,81,Vampire Origins - Project Ichorous,Riley Banks,147.0,61.0,3.9,377,2013.0,True,"['Fantasy', 'Paranormal Vampires', 'Young Adult', 'Horror', 'Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Romance Paranormal Romance', 'Fantasy Paranormal']",0,,https://www.goodreads.com//book/show/17673620-vampire-origins---project-ichorous
82,82,One Grave at a Time,Jeaniene Frost,46067.0,2171.0,4.22,358,2011.0,True,"['Paranormal Vampires', 'Fantasy Urban Fantasy', 'Fantasy Paranormal', 'Romance Paranormal Romance', 'Romance', 'Fantasy', 'Adult', 'Paranormal Ghosts', 'Fantasy Supernatural', 'Fiction']",1,United States,https://www.goodreads.com//book/show/7954556-one-grave-at-a-time
83,83,Zen and Sex,Dermot Davis,289.0,67.0,3.25,164,2013.0,False,"['Romance', 'Humor', 'Romance Contemporary Romance', 'Contemporary', 'Adult Fiction', 'Womens Fiction Chick Lit', 'Relationships', 'Adult', 'Romantic']",2,,https://www.goodreads.com//book/show/18743762-zen-and-sex
84,84,The Heretic Queen,Michelle Moran,22836.0,1701.0,4.19,383,2008.0,False,"['Historical Historical Fiction', 'Historical', 'Fiction', 'Northern Africa Egypt', 'Romance', 'Cultural Africa', 'Adult', 'African Literature Egyptian Literature', 'Literature Ancient', 'Romance Historical Romance']",0,,https://www.goodreads.com//book/show/2897258-the-heretic-queen
85,85,The Devouring,Simon Holt,7602.0,816.0,3.92,231,2008.0,True,"['Horror', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Fantasy Supernatural', 'Paranormal Demons', 'Fiction', 'Thriller', 'Young Adult Teen', 'Fantasy Urban Fantasy']",1,,https://www.goodreads.com//book/show/3374819-the-devouring
86,86,A Thousand Pieces of You,Claudia Gray,51465.0,7349.0,3.89,368,2014.0,True,"['Young Adult', 'Science Fiction', 'Fantasy', 'Romance', 'Science Fiction Time Travel', 'Fiction', 'Audiobook', 'Adventure', 'Science Fiction Dystopia', 'Mystery']",0,,https://www.goodreads.com//book/show/17234658-a-thousand-pieces-of-you
87,87,Abandon,Meg Cabot,38510.0,3902.0,3.69,304,2011.0,True,"['Young Adult', 'Fantasy', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Fiction', 'Fantasy Supernatural', 'Romance Paranormal Romance', 'Mythology Greek Mythology', 'Retellings']",0,United States,https://www.goodreads.com//book/show/9397967-abandon
88,88,Luck in the Shadows,Lynn Flewelling,19002.0,1227.0,4.08,479,1996.0,True,"['Fantasy', 'LGBT', 'Romance M M Romance', 'Fiction', 'Romance', 'Fantasy High Fantasy', 'GLBT Queer', 'Adventure', 'Fantasy Magic', 'LGBT Gay']",0,,https://www.goodreads.com//book/show/74270.Luck_in_the_Shadows
89,89,Red Mars,Kim Stanley Robinson,70150.0,3469.0,3.86,572,1993.0,True,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Speculative Fiction', 'Space Space Opera', 'Audiobook', 'Science Fiction Hard Science Fiction', 'Novels']",8,,https://www.goodreads.com//book/show/77507.Red_Mars
90,90,The Thief of Always,Clive Barker,29206.0,1943.0,4.2,225,1992.0,False,"['Fantasy', 'Horror', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Supernatural', 'Fantasy Dark Fantasy', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/32638.The_Thief_of_Always
91,91,The Beekeeper's Apprentice,Laurie R. King,72548.0,6288.0,4.06,341,2002.0,True,"['Mystery', 'Fiction', 'Historical Historical Fiction', 'Historical', 'Thriller Mystery Thriller', 'Mystery Crime', 'Mystery Historical Mystery', 'Audiobook', 'Adult', 'European Literature British Literature']",1,,https://www.goodreads.com//book/show/91661.The_Beekeeper_s_Apprentice
92,92,Preludes & Nocturnes,Neil Gaiman,222112.0,6563.0,4.23,233,1998.0,True,"['Sequential Art Graphic Novels', 'Sequential Art Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comics Comic Book', 'Fantasy Mythology', 'Fantasy Urban Fantasy', 'Adult']",0,,https://www.goodreads.com//book/show/23754.Preludes_Nocturnes
93,93,The Crown,Kiera Cass,164996.0,14507.0,3.74,278,2016.0,True,"['Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Audiobook', 'Science Fiction', 'Young Adult Teen', 'Womens Fiction Chick Lit', 'Young Adult Young Adult Romance']",1,,https://www.goodreads.com//book/show/26074181-the-crown
94,94,Lioness Rampant,Tamora Pierce,87848.0,1699.0,4.23,384,2005.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Magic', 'Adventure', 'Young Adult Young Adult Fantasy', 'Romance', 'Fantasy High Fantasy', 'Childrens', 'Childrens Middle Grade']",1,,https://www.goodreads.com//book/show/13837.Lioness_Rampant
95,95,This Man,Jodi Ellen Malpas,102135.0,6441.0,4.09,448,2012.0,True,"['Romance', 'Adult Fiction Erotica', 'Romance Contemporary Romance', 'Contemporary', 'Erotica BDSM', 'Adult', 'Romance Erotic Romance', 'New Adult', 'Fiction', 'Adult Fiction']",0,United Kingdom,https://www.goodreads.com//book/show/16140036-this-man
96,96,Ice Station,Matthew Reilly,31141.0,1271.0,4.11,513,2000.0,True,"['Thriller', 'Fiction', 'Action', 'Adventure', 'War Military Fiction', 'Suspense', 'Mystery', 'Thriller Mystery Thriller', 'Science Fiction', 'Novels']",0,,https://www.goodreads.com//book/show/144790.Ice_Station
97,97,Glass Sword,Victoria Aveyard,225658.0,19536.0,3.87,444,2016.0,True,"['Fantasy', 'Young Adult', 'Science Fiction Dystopia', 'Romance', 'Fiction', 'Young Adult Young Adult Fantasy', 'Audiobook', 'Science Fiction', 'Fantasy Magic', 'Adventure']",1,,https://www.goodreads.com//book/show/23174274-glass-sword
98,98,Number 13,M.G. Wells,185.0,82.0,4.15,192,2011.0,True,"['Fantasy', 'Adventure', 'Mystery', 'Young Adult', 'Fantasy Magic', 'Fantasy Paranormal', 'Drama', 'Action', 'Childrens Middle Grade', 'Fiction']",0,,https://www.goodreads.com//book/show/11805486-number-13
99,99,Awoken,Timothy   Miller,67.0,8.0,4.21,321,2013.0,False,"['Fantasy', 'Young Adult', 'Fiction']",0,,https://www.goodreads.com//book/show/16064647-awoken
100,100,Caged,Shanna Ehrlich,402.0,46.0,3.67,554,2016.0,False,"['Dark', 'Adult Fiction Erotica', 'Romance', 'Adult', 'New York', 'Novels', 'Mystery Crime', 'Contemporary', 'Love']",0,,https://www.goodreads.com//book/show/31215933-caged
101,101,Someday in Paris,Olivia Lara,977.0,173.0,4.12,427,2020.0,False,"['Romance', 'Historical Historical Fiction', 'Womens Fiction Chick Lit', 'Contemporary', 'Fiction', 'Cultural France', 'Adult', 'Historical', 'Romance Contemporary Romance', 'Art']",0,,https://www.goodreads.com//book/show/48761179-someday-in-paris
102,102,A Knight in Shining Armor,Jude Deveraux,33862.0,2333.0,4.21,464,2002.0,True,"['Romance', 'Romance Historical Romance', 'Science Fiction Time Travel', 'Historical', 'Historical Historical Fiction', 'Fiction', 'Fantasy', 'Historical Medieval', 'Romance Time Travel Romance', 'Adult']",0,,https://www.goodreads.com//book/show/73385.A_Knight_in_Shining_Armor
103,103,Mission: Subhero,Linda    Armstrong,2421.0,25.0,4.35,225,2017.0,False,"['Novels', 'Contemporary', 'Fiction', 'Drama', 'Book Club', 'Young Adult', 'Childrens Middle Grade', 'New Adult', 'Adventure', 'Adult']",0,,https://www.goodreads.com//book/show/35508805-mission
104,104,Diya aur baati hum,Snehlata Agarwala,115.0,84.0,4.79,0,2020.0,False,[],0,,https://www.goodreads.com//book/show/52387868-diya-aur-baati-hum
105,105,Skinned,Robin Wasserman,12774.0,1030.0,3.54,368,2008.0,True,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Fantasy', 'Fiction', 'Romance', 'Young Adult Teen', 'Futuristic', 'Apocalyptic Post Apocalyptic', 'Fantasy Paranormal']",0,,https://www.goodreads.com//book/show/2791536-skinned
106,106,Peeps,Scott Westerfeld,24095.0,1999.0,3.77,312,2006.0,True,"['Young Adult', 'Paranormal Vampires', 'Fantasy', 'Science Fiction', 'Fantasy Paranormal', 'Fiction', 'Horror', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Fantasy Supernatural']",10,United States,https://www.goodreads.com//book/show/186103.Peeps
107,107,Mateguas Island,Linda  Watkins,567.0,126.0,3.84,385,2014.0,True,"['Horror', 'Fantasy Paranormal', 'Suspense', 'Gothic', 'Fantasy', 'Fiction', 'Mystery', 'Thriller', 'Fantasy Weird Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/20611227-mateguas-island
108,108,The Evolution of Mara Dyer,Michelle Hodkin,87670.0,8610.0,4.26,545,2012.0,True,"['Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Mystery', 'Fantasy Supernatural', 'Fiction', 'Thriller', 'Horror', 'Romance Paranormal Romance']",0,,https://www.goodreads.com//book/show/13643567-the-evolution-of-mara-dyer
109,109,Un Lun Dun,China Miéville,17886.0,1909.0,3.82,432,2007.0,False,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy Urban Fantasy', 'Science Fiction Steampunk', 'Childrens', 'Science Fiction', 'Adventure', 'Science Fiction Fantasy', 'Childrens Middle Grade']",4,United Kingdom,https://www.goodreads.com//book/show/68496.Un_Lun_Dun
110,110,Sempre,J.M. Darhower,26867.0,2740.0,4.16,518,2014.0,True,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Romance Contemporary Romance', 'Dark', 'Sociology Abuse', 'Mystery Crime', 'Suspense', 'Young Adult High School']",0,,https://www.goodreads.com//book/show/18338465-sempre
111,111,Bestowed,Snehlata Agarwala,155.0,95.0,4.6,292,2019.0,False,"['Cultural India', 'Romance']",0,,https://www.goodreads.com//book/show/50021040-bestowed
112,112,Smaragdgrün,Kerstin Gier,73590.0,5667.0,4.17,482,2010.0,True,"['Fantasy', 'Young Adult', 'Science Fiction Time Travel', 'Romance', 'Historical Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy Paranormal', 'Historical', 'Fantasy Urban Fantasy']",0,United Kingdom,https://www.goodreads.com//book/show/7544603-smaragdgr-n
113,113,Brutus,Mimi Jean Pamfiloff,242.0,99.0,4.43,250,2020.0,True,"['Fantasy Paranormal', 'Fantasy', 'Romance Paranormal Romance', 'Romance', 'Fantasy Mythology', 'Fantasy Supernatural', 'Paranormal Vampires']",0,,https://www.goodreads.com//book/show/53958372-brutus
114,114,May Day,Thom  Stark,216.0,38.0,4.04,703,2013.0,True,"['Thriller', 'Science Fiction', 'Fiction', 'Action']",0,,https://www.goodreads.com//book/show/18998714-may-day
